groupid,url,title,review_id,sentence_id,text,label
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,16,6,"Tek nakon svega toga, došlo nam je u glavu da se sjetimo koliko je ova žena stvarno vrhunska u svom poslu ali istovremeno topla, prijatna, srdačna, puna razumijevanja i znanja kako se sa djecom rukuje.",positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,16,7,Svakom bih ju preporučio!,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,17,1,"Jako ugodan pregled, sve što radi lijepo objašnjava, s bebačem stalno nešto razgovara i guguće pa je i on presretan kod nje.",positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,17,2,Jako pozitivno iskustvo!,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,18,1,"Doktorica me primila i saslušala primjedbe na rad jedne terapeutice, te je poduzela sve i riješila situaciju.",positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,18,2,Svaka čast i sve pohvale doktorici!,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,19,1,Najtoplija doktorica koju smo do sada upoznali.,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,19,2,Jedno predivno i nježno biće s puno razumijevanja za bebe i roditelje koji također trebaju podršku i toplu riječ.,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,19,3,Hvala joj!,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,20,1,"Doktorica je jako dobra, pažljiva, prije nego nešto napravi s bebom lijepo objasni što će i kako će.",positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,20,2,S bebom je nježna i igra se s njim.,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,20,3,"Smirena je, atmosfera je kod nje opuštena, a ne napeta kao kod nekih doktora.",positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,20,4,Samo riječi pohvale za doktoricu.,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,21,1,Doktorica za svaku pohvalu i preporuku!,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,21,2,"Izuzetno ljubazna, smirena, nenametljiva, zna s djecom i, nisam kompetentna procjenjivati struku, ali laički bih rekla i vrlo stručna.",positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,22,1,Sve pohvale za doktoricu!,positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,22,2,"Strpljiva s bebom, nasmijana, izuzetno srdacna...",positive
1,https://najdoktor.com/mirna-tomaskovic/d9753,Mirna Tomašković,22,3,Danas smo bili drugi put na pregledu i mogu reci samo pozitivno o doktorici!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,23,1,Mislim da je za pacijenta najvažnije da zna da je u dobrim rukama i da ima maksimalno povjerenja u doktora jer to nažalost u ovo vrijeme nije lako naći.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,23,2,Ja sam eto te sreće i svima bi preporučila Dr Tomicu Bagatina.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,23,3,S kojim god problemom da dođete ništa nije ne rješivo za njega.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,23,4,Kao da ima oči s ultrazvukom!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,23,5,Hvala doktore!:),positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,24,1,Sve pohvale za doktora!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,24,2,"Pristupa s velikom dozom predanosti, profesionalnosti i ljudskosti.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,24,3,"Vrlo ljubazan, strpljiv i rado se našali da razbije pacijentov strah.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,24,4,"Sretna sam i zahvalna što me upravo dr. Tomica Bagatin vodio kroz cijeli proces rinoplastike, a konačnim rezultatom sam prezadovoljna!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,25,1,Jako sam zadovoljna s dr. Bagatin i ostatkom tima.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,25,2,Mislim da stručno i savjesno obavljaju svoj posao i da su super tim.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,25,3,"Svaki put je detaljno odgovorio na sve šta me je zanimalo, svaki zahvat dao odlične rezultate.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,25,4,Izvrstan liječnik !,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,25,5,"Jednostavan, pristupačan, stručan i pazljiv!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,26,1,Jedan odličan liječnik i još bolji čovjek koji dijeli svoje znanje i drugim kolegama.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,26,2,Vrlo profesionalan i ljudski pristup.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,27,1,Prije 10 godina sam operirala uši kod doktora!,neutral
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,27,2,"Jedan ljudski pristup, sve objašnjeno, doktor na vrhuncu!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,27,3,Također i cijelo osoblje!,neutral
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,27,4,"Naravno, nikad nije kasno za pohvalu!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,28,1,Sve pohvale za doktora!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,28,2,"Izuzetno profesionalan, stručan, pun empatije te potpuno posvećen pacijentu.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,28,3,Zahvat odrađen savršeno.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,29,1,"Uvijek dostupan i maksimalno na usluzi, ljubazan i dobro raspoložen, a nadasve profesionalan i stručan.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,29,2,Velika preporuka za dr. Tomicu Bagatina!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,30,1,"Doktor je izvrstan kirurg, neposredan i vrlo ljubazan.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,30,2,Impresionirao nas je na prvom susretu.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,30,3,"Nedavno sam bila kod njega, zaista susretljiv doktor.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,30,4,U nikoga nemam povjerenja osim u njega!!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,30,5,"Stručan na prvom mjestu, ali prije svega i čovjek!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,30,6,Doktor za 10!!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,31,1,"Profesionalan, stručan, ljubazan te vrlo jasan i strpljiv u komunikaciji.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,31,2,Dr. Dinka Bagatina i cijeli njegov tim u Poliklinici Bagatin toplo preporučujem!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,32,1,Sve pohvale za dr. Tomicu Bagatina i Polikliniku Bagatin.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,32,2,"Jedan od rijetkih doktora koji je veliki stručnjak, a vrlo pristupačan i jednostavan.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,32,3,"Vidi se da ima veliko iskustvo, zna razgovarati s pacijentima, saslušati i objasniti zahvat do najmanjih detalja.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,32,4,"Pristup pacijentu je vrlo profesionalan, a konačni rezultat izvanredan.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,33,1,Sve pohvale za doktora i cijelo osoblje poliklinike.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,33,2,"Operacija nosa i oporavak su prošli odlično, pristup dr. Bagatina je jednom riječju predivan, a rezultati operacije i više nego što sam očekivala.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,34,1,"Doktor je vrhunski dijagnostičar i kirurg, posjeduje visoku emocionalnu inteligenciju, širok opus znanja, razvijenu intuiciju, fantastičan pristup, samo naprijed!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,34,2,HVALA DOKTORE!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,35,1,"Pregled i zahvat prošli ugodno, gotovo bezbolno i stvarno je sve profesionalno i vidi se da i doktor i sestre svoj posao rade s ljubavlju.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,35,2,Oličenje onoga sto doktor treba biti.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,35,3,Svaka mu čast!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,35,4,Preporučam :),positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,36,1,"Doktor Tomica Bagatin je super doktor, prije svega ljubazan i uvijek spreman da vam na svako vaše pitanje odgovori na vama razumljiv način.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,36,2,Mene je operirao i sve je prošlo super.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,36,3,"Sestre su isto simpa, uhodana su ekipa, ma svaka pohvala!!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,37,1,Dr. Bagatin je jedan od najboljih liječnika i kiruga.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,37,2,"Iznimno profesionalan, pazljiv, brizan, simpatican i pun razumijevanja.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,37,3,Sada se spremam za drugi zahvat kod njega.,neutral
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,37,4,Svaka mu čast!:),positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,38,1,Operacija je prošla besprijekorno i sam oporavak također.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,38,2,"Nje mu bilo teško objasniti o čemu se radi, pratio je postoperativni tijek i opće stanje pacijenta po mom mišljenju i izvan okvira kojeg mu je nametala struka.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,38,3,Bili ste zaista divni.....,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,38,4,hvala vam najljepsa od srca u ime mene i mog supruga.....,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,39,1,"Profesionalan, stručan, ljubazan te vrlo jasan i strpljiv u komunikaciji.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,39,2,Dr. Tomicu Bagatina i cijeli njegov tim u Poliklinici Bagatin toplo preporučujem!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,40,1,Liječnik za kojeg se vidi da voli svoj posao.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,40,2,Vrhunski stručnjak kojeg bih sa zadovoljstvom svima preporučila.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,41,1,"Pun dobrote i smirenosti, a veliki stručnjak u svom poslu.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,41,2,Hvala dr. Tomici Bagatinu na svemu i toplo preporučujem!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,42,1,"Dr.Tomica Bagatin je izvrstan kirurg i predivna osoba, uvijek spreman pomoći i sve razjasniti.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,42,2,Svaka preporuka s naše strane!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,43,1,"Kirurg Tomica Bagatin je vrhunski strucnjak u svom poslu, koji se maksimalno posveti pacijentu, te divan i topao covjek.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,43,2,"Rezultat operacije je vise nego sto sam mogla i nadati se, prezadovoljna sam!",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,43,3,Za svaku preporuku!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,44,1,"Izvrstan stručnjak i fenomenalan čovjek, te super učitelj.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,44,2,Hvala na svemu što je učinio za našu obitelj.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,44,3,Svakako preporučam:),positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,45,1,"Jako drag,komunikativan i ljubazan doktor.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,45,2,Samo riječi pohvale,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,46,1,"Doktor je operirao mog sina, rezultati su odlicni, te cu mu biti vjecno zahvalan.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,46,2,"Veliki je strucnjak, a uz to i vrlo pristupacan i skroman, sto nije cesta kombinacija.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,46,3,Sve pohvale idu i sestrama koje su jako brizne i drage.,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,47,1,"Generalno nisam zadovoljna samom operacijom, rezultatom a najmanje reakcijom Poliklinike na moje nezadovoljstvo i prijetnjom da ne iznosim svoje iskustvo javno.",negative
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,48,1,Odlican kirurg i predivna osoba!,positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,49,1,"Oduševljena sam profesionalnoscu, smirenoscu, komunikacijom i na kraju rezultatom nakon obavljenog zahvata kod dr. Tomice Bagatina.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,49,2,"Imam samo rijeci hvale za doktora koji je veliki strucnjak, a ujedno i vrlo pristupacan, ugodan i drag.",positive
1,https://najdoktor.com/dr-tomica-bagatin/d8249,dr. Tomica Bagatin,49,3,Ima moju najtopliju preporuku!,positive
